   0.00000        5.84013
   8.34745       14.21435
  16.69490       29.07511
  25.04235       46.34582
  33.38980       60.56258
  41.73725       70.78511
  50.08469       76.36440
  58.43214       79.95835
  66.77959       80.70970
  75.12704       82.12153
  83.47449       81.91022
  91.82195       81.89999
 100.16939       79.07170
 108.51684       75.30670
 116.86429       72.13663
 125.21174       68.50912
 133.55919       65.86443
 141.90663       62.30191
 150.25409       59.84156
 158.60153       57.42644
 166.94899       56.35343
 175.29643       55.49114
 183.64389       54.53688
 191.99133       53.81618
 200.33878       51.83287
 208.68623       50.83237
 217.03368       50.06062
 225.38113       50.60795
 233.72858       51.05531
 242.07603       51.97828
 250.42348       52.91471
 258.77094       53.65262
 267.11838       52.21515
 275.46582       50.73555
 283.81326       49.36378
 292.16074       49.05493
 300.50818       48.71630
 308.85562       46.98310
 317.20306       46.68040
 325.55054       47.97431
 333.89798       49.35072
 342.24542       49.28366
 350.59286       48.21900
 358.94031       46.77850
 367.28778       44.47603
 375.63522       39.43760
 383.98267       35.43050
 392.33011       35.11136
 400.67755       35.24614
 409.02502       36.02712
 417.37247       43.11257
 425.71991       44.04753
 434.06735       39.68711
 442.41483       37.81723
 450.76227       36.44771
 459.10971       34.48674
 467.45715       32.01084
 475.80460       35.42439
 484.15207       41.26271
 492.49951       41.27621
 500.84695       39.96806
 509.19440       34.88001
 517.54187       31.77050
 525.88928       29.83967
 534.23676       27.87955
 542.58423       28.02888
 550.93164       30.13150
 559.27911       30.46235
 567.62653       30.67699
 575.97400       29.53384
 584.32147       31.26773
 592.66888       29.45641
 601.01636       28.46001
 609.36377       27.82083
 617.71124       29.00819
 626.05872       29.33042
 634.40613       36.60305
 642.75360       38.16241
 651.10107       38.15673
 659.44849       45.06867
 667.79596       46.64069
 676.14337       48.73590
 684.49084       45.88366
 692.83832       42.26330
 701.18573       39.00880
 709.53320       32.64222
 717.88062       29.72520
 726.22809       28.84531
 734.57556       25.93169
 742.92297       24.10290
 751.27045       22.09378
 759.61786       21.50526
 767.96533       22.23513
 776.31281       30.83815
 784.66022       42.90068
 793.00769       50.05512
 801.35510       51.87510
 809.70258       53.84262
 818.05005       50.62270
 826.39746       54.21888
 834.74493       50.49444
 843.09241       42.59255
 851.43982       39.31504
 859.78729       40.83965
 868.13470       41.66445
 876.48218       43.94859
 884.82965       41.99950
 893.17706       41.89177
 901.52454       46.22893
 909.87195       47.41080
 918.21942       47.83691
 926.56689       43.43202
 934.91431       32.01608
 943.26178       24.09580
 951.60919       27.86693
 959.95667       37.47360
 968.30414       40.30160
 976.65155       44.83399
 984.99902       32.23506
 993.34650       43.99521
1001.69391       58.42312
1010.04138       55.22531
1018.38879       55.38122
1026.73621       56.50595
1035.08374       51.96159
1043.43115       50.59295
1051.77856       44.11388
1060.12610       41.28111
1068.47351       49.83323
1076.82092       52.74080
1085.16846       52.40244
1093.51587       44.93550
1101.86328       47.55804
1110.21082       50.80025
1118.55823       47.35344
1126.90564       53.19939
1135.25305       52.33976
1143.60059       52.54312
1151.94800       49.59569
1160.29541       47.53822
1168.64294       46.34135
1176.99036       38.31096
1185.33777       25.13078
1193.68530       16.79009
1202.03271       12.30714
1210.38013        9.99714
1218.72754       13.21231
1227.07507       11.62380
1235.42249        8.42835
1243.76990        7.58091
1252.11743       10.54889
1260.46484       11.83836
1268.81226       18.22509
1277.15979       27.89572
1285.50720       35.70329
1293.85461       50.88892
1302.20215       65.64054
1310.54956       77.72238
1318.89697       76.94561
1327.24438       64.20243
1335.59192       57.90854
1343.93933       46.39628
1352.28674       37.60225
1360.63428       32.90590
1368.98169       35.45054
1377.32910       41.94099
1385.67664       53.12753
1394.02405       69.79191
1402.37146       96.13634
1410.71887      112.90943
1419.06641      113.86740
1427.41382      107.29079
1435.76123       95.62241
1444.10876       84.56171
1452.45618       72.97029
1460.80359       65.97079
1469.15112       61.32552
1477.49854       55.55751
1485.84595       50.50325
1494.19348       51.69365
1502.54089       55.92658
1510.88831       61.14593
1519.23572       63.57016
1527.58325       56.89925
1535.93066       47.20058
1544.27808       44.47517
1552.62561       44.88389
1560.97302       42.16325
1569.32043       35.89391
1577.66797       35.59917
1586.01538       36.81269
1594.36279       36.98868
1602.71021       33.25788
1611.05774       25.55555
1619.40515       22.12068
1627.75256       18.43769
1636.10010       21.89558
1644.44751       24.27777
1652.79492       32.54522
1661.14246       36.34755
1669.48987       45.51829
1677.83728       83.80087
1686.18481       62.61177
1694.53223       58.50451
1702.87964       40.15840
1711.22705       16.91267
1719.57458       13.37709
1727.92200       13.04348
1736.26941        7.76445
1744.61694        7.02742
1752.96436        5.03094
1761.31177        8.85668
1769.65930       21.54070
1778.00671       36.53486
1786.35413       52.22179
1794.70166       58.30174
1803.04907       39.04765
1811.39648       47.17187
1819.74390       49.51811
1828.09143       19.65125
1836.43884       11.67317
1844.78625        6.73225
1853.13379        7.94177
1861.48120        4.31738
1869.82861        1.27182
1878.17615        3.35714
1886.52356        2.08050
1894.87097        0.97781
1903.21838        1.05434
1911.56592        0.70894
1919.91333        0.84301
1928.26074        0.61665
1936.60828        0.71650
1944.95569        0.48784
1953.30310        0.62537
1961.65063        0.47608
1969.99805        0.60231
1978.34546        0.37777
1986.69299        0.52543
1995.04041        0.41241
2003.38782        0.60628
2011.73523        0.40297
2020.08276        0.48278
2028.43018        0.34984
2036.77759        0.38157
2045.12512        0.23977
2053.47241        0.38255
2061.82007        0.26588
2070.16748        0.32000
2078.51489        0.21321
2086.86230        0.34018
2095.20972        0.24760
2103.55713        0.36248
2111.90479        0.24749
